cancer_type,cell_type,hazard_ratio,p_value,ci_lower,ci_upper,significant,direction
BRCA,CD8_T_cells,0.7409871577079298,0.2040483412803893,0.4665609553316109,1.1768279398729957,False,protective
BRCA,CD4_T_cells,0.6036455666782368,0.07695060509722279,0.3450267174511893,1.0561152274297114,False,protective
BRCA,T_regulatory,0.3475550491667614,0.00435545614339354,0.16807972316475356,0.718673912158374,True,protective
BRCA,NK_cells,1.0516042185330123,0.8212676472542717,0.6796239591244804,1.6271813516713811,False,risk
BRCA,B_cells,0.9057804323758701,0.6256265152679299,0.6086603420216659,1.3479409368941833,False,protective
BRCA,Macrophages_M1,1.8393898370573667,0.16185353732663033,0.7831349265700078,4.320270821642985,False,risk
BRCA,Macrophages_M2,1.890762243380485,0.02317502010574282,1.0910370325150271,3.2766824172340496,True,risk
BRCA,Dendritic_cells,1.0090164844913012,0.9704948669760276,0.6270909166456989,1.623551288896137,False,risk
BRCA,Neutrophils,2.1151831473302987,0.012767334398262793,1.1729390431782551,3.814349750543841,True,risk
BRCA,Mast_cells,2.0534109452731095,0.014849121797563659,1.1509780789400366,3.663402967718097,True,risk
BRCA,Exhaustion,0.6061323330995173,0.05272451752539613,0.36523845501910074,1.0059083324329872,False,protective
BRCA,IFN_gamma,0.3783890660629958,0.0028995065226676553,0.19960805922326258,0.717297116525143,True,protective
